24,15 MAY 2020,AWS Snowball Edge での AWS Identity and Access Management | Amazon Web Services ブログ,お客様の多くは、安全なデータ転送とエッジコンピューティングアプリケーションのために AWS Snowball Edge デバイスを使用しています。最近、AWS は Snowball Edge での AWS Identity and Access Management (IAM) のサポートを発表しました。Snowball Edge に IAM を導入する前まで、IT 管理者はファイルをコピーしたり、コンピューティングワークロードを実行したりするユーザー全員と、単一のアクセスキー/シークレットキーの組み合わせを共有していました。このアクセス方法は、個々のサービスを制御できるほどの詳細度と柔軟性を持ち合わせていませんでした。IAM では、ユーザーが実行できるアクションを制御することにより、Snowball Edge デバイスで実行されている AWS サービスおよびリソースへのアクセスを安全に管理できます。IAM を使用すれば、デバイスユーザーがアクションを実行するために使用するデバイス上のどの AWS リソースも管理することができます。このブログでは、Snowball Edge での IAM 機能を探索し、いくつかの実用的な例を示しています。これらの認証情報は、デバイス上のサービスへのアクセスを有効にするために使用されます。 次の図では、Snowball Edge で利用可能な AWS 機能と、IAM ユーザー、ポリシー、およびロールがどのように適用されるかを示しています。IAM ユーザー、ロール、およびポリシーを使用して、Snowball Edge で実行されているサービスとリソースへのアクセスを制御および適用する柔軟性が向上しました。
25,15 MAY 2020,新機能 – 拡張された Amazon Macie が大幅に値下げされた料金で利用可能に | Amazon Web Services ブログ,Amazon Macie は、機械学習を使用してデータを自動的に特定および分類することで、機密データを検出して保護するのに役立つフルマネージド型のサービスです。 お客様に Macie を長期にわたってご利用いただく中で、お気に入りの点とそうではない点を伺いました。 サービスチームはこのフィードバックに対処するために一生懸命取り組んできました。そして本日、Amazon Macie の拡張された新しいバージョンをご利用いただけるようになったことをお知らせします。 この新しいバージョンでは、料金プランがシンプルになっています。新しい段階的な料金プランは、料金を 80% 引き下げるものです。 Macie はバックエンドで S3 と緊密に統合され、より多くのメリットを提供します。  ジョブについては、Amazon Macie はバケットへの変更を自動的に追跡し、新しいオブジェクトまたは変更されたオブジェクトのみを評価します。 拡張された新しい Macie の詳細については、ドキュメントをご覧ください。 Amazon Macie のこのリリースは、S3 用に最適化された状態を保持しています。
26,15 MAY 2020,Amazon Forecast: 学習済み Predictor を再利用して最新の予測を更新する | Amazon Web Services ブログ,こんにちは、アマゾン ウェブ サービス ジャパンの藤田です。Amazon Forecastでは、過去の時系列データからpredictor（予測子）の学習を行い、将来（新しいデータポイント）の予測を行うことが可能です。需要予測や在庫計画など、様々なビジネス課題に適用することができます。今回は、Amazon Forecast で学習した Predictor を再利用して、最新の予測を更新していく Rolling Forecastについて紹介します。    ForecastのGetting Startedからダウンロードできる電気使用量のデータを使用します。 このデータには370世帯の2014/01/01から2014/12/31（2015/01/01の0時まで）までの1年分の電力使用量が毎時単位で格納されています。今回はRolling Forecastを行うため、このデータから3つのファイルを作成します。 electricityusagedata_trainはPredictorを作成するために利用します。この Predictor で予測を行うと、2014/12/30 から Forecast Horizon で指定した期間 (今回は24時間分) の予測を得ることができます。    藤田 充矩 (Atsunori Fujita) は AWS の機械学習 プロトタイプ ソリューション アーキテクトで、自然言語処理や時系列分析などを得意にしています。
27,15 MAY 2020,責任共有モデルとは何か、を改めて考える | Amazon Web Services ブログ,本Blogは、クラウドにおける新しい常識”new normal”を考えるBlogの第二弾です。（第一弾「クラウドにおける安全なデータの廃棄」はこちら） 今回は、クラウドの基本的な考え方である”責任共有モデル”をとりあげます。こちらのBlogをご覧の皆様の中には”何故、いまだに責任共有モデルなのか”という疑問を持つ方もいらっしゃるかもしれません。しかし、未だに本モデルの考え方や実際のビジネスへの適用方法は十分に理解されていないようにも見受けられます。今回は責任共有モデルとは何か？を振り返るとともに、いくつかの理解のポイントをお伝えします。 ”セキュリティとコンプライアンスはAWSとお客様の間で共有される責任です。第一に、AWSは豊富なセキュリティサービスや機能、アップデートを提供しています。 上記のモデル図は”AWS”と”お客様”の二階層で責任共有を表現しています。また、お客様の中にも責任共有モデルは存在します。 このような責任共有という考え方は、”セキュリティだけ”に適用されるものではありません。
28,14 MAY 2020,AWS Black Belt オンラインセミナーのご案内 (2020 年 5 月) | Amazon Web Services ブログ, こんにちは！AWS Webinarチームです。 5 月の AWS Black Belt オンラインセミナーについてご案内させて頂きます。 5 月は、4 本のWebinarを実施いたします！ぜひお役立てください。 視聴方法: オンラインセミナー登録ページよりお申し込みください 2020 年 5 月 19 日 (火) | 12:00 – 13:00 | IT 知識レベル:★★☆☆☆ | AWS 知識レベル:★★☆☆☆ Amazon Managed Blockchain (AMB) はフルマネージド型のサービスで、代表的なオープンソース・ブロックチェーン・フレームワークである Hyperledger Fabric を使用して、スケーラブルなブロックチェーンネットワークを簡単に作成し管理できます。本セミナーでは、AMB の概要に始まり、ユースケース、事例、最新のアップデートなどをご紹介します。Developer を「Undifferentiated Heavy Lifting」(差別化につながらない重労働)から解放し、本質的なアプリケーション開発に集中することができます。本セッションでは、Amplify の概要、Amplify を使った開発手法、及び、お客様からよく頂く質問を QA 形式でご紹介していきます。本セッションでは AWS X-Ray の基本的な概念から、分析方法、各種 AWS サービスにおける利用方法などを網羅的にご紹介いたします。本セミナーでは、VMware Cloud on AWS をこれから使い始める方向けに、VMware Cloud on AWS のサービス概要、ユースケース、ロードマップをご説明するとともに、コンソールでの操作方法、ネイティブAWSサービスとの連携方法、VMware Hybrid Cloud Extension (HCX) によるオンプレミスからの移行などをデモンストレーションを交えてご紹介いたします。 対象者 本セミナーで学習できること スピーカー。
29,14 MAY 2020,【開催報告】AWS AI/ML@Tokyo #1 ～AWS の AI/ML サービス最新情報～ | Amazon Web Services ブログ,アマゾン ウェブ サービス ジャパン株式会社の大渕です。2020年2月6日に開催された AWS AI/ML@Tokyo #1では、AWS Japan によるAWS AI/ML サービスの紹介と、2019年12月の re:Invent 2019 で発表された Amazon SageMaker Studio など新機能の紹介を行いました。    アマゾン ウェブ サービス ジャパン株式会社 機械学習ソリューションアーキテクト 鮫島 正樹    AWS が提供する機械学習サービスの全体像について、Machine Learning サービススタックという、AWS の考え方にもとづいて紹介をしました。Machine Learning サービススタックとは、AWS の機械学習サービスを構成する、AIサービス、MLサービス、MLフレームワーク＆インフラストラクチャを表現したものです。 まず、お客様がデータを用意するだけで、APIから機械学習を利用できるAIサービスについてご紹介しました。 そのほかにも、機械学習を利用した高精度な文書検索が可能な Amazon Kendra、機械学習によるオンライン不正検知サービスの Amazon Fraud Detector、コードレビューの自動化と性能改善のためのサービス Amazon CodeGuru など、2019年12月の re:Invent 2019 で発表されたサービスをご紹介しました。また、機械学習ワークフローで発生する課題に対して、Amazon SageMaker のサービス群がどのように効果的なのかをご紹介しました。   今回は、re:Invent 2019 で発表された新機能を含めて、AWS の機械学習サービス全体をご紹介しました。 今後のAWS AI/ML@Tokyo については、こちら をご覧ください。2019年に開催した「Amazon SageMaker事例祭り」の開催報告と登壇スライドは、以下のリンクからご覧いただけます。
30,14 MAY 2020,Amazon Kinesis Video Streams ハンズオンを公開 – カメラデバイスからの動画の収集、ストリーミング再生、分析方法を学ぶことができます | Amazon Web Services ブログ,こんにちは、IoT Specialist ソリューションアーキテクトの三平です。この記事では、Amazon Kinesis Video Streams ハンズオンをご紹介します。 Amazon Kinesis Video Streams は、分析、機械学習 (ML)、再生、およびその他の処理のために、接続されたデバイスから AWS へ動画を簡単かつ安全にストリーミングできるマネージドサービスです。数百万のデバイスからの動画をセキュアに取り込み、時系列でインデックスして保存、再生や分析のために容易に取り出すためのインフラストラクチャを、自動的にプロビジョンして、伸縮自在にスケールします。 このハンズオンで作成する構成は以下の図のようになっています。  Lab-1 では、Raspberry Pi をセットアップ、Amazon Kinesis Video Streams Producer SDK C++ をインストールし、クラウドに動画を収集できるようにします。 準備が必要なハードウェアの詳細については、Amazon Kinesis Video Streams ハンズオンのトップページをご覧ください。是非ハンズオンで Amazon Kinesis Video Streams や Amazon Rekognition Video への理解を深めていただければと思います。また、ハンズオン内容に関するフィードバックや修正依頼がある場合は Github リポジトリ へ Issue としてご報告いただけますと幸いです。AWS では IoT スペシャリストソリューションアーキテクトとして、お客様の IoT 関連案件を支援しています。
31,13 MAY 2020,金融機関で活用される AWS のテレワーク支援サービス | Amazon Web Services ブログ,金融機関の皆様においては、社会を取り巻く状況の急変に伴い、お客様及び従業員の皆様を保護しつつサービスレベルや業務効率を維持されるためのさまざまな対策を講じられていることと存じます。そして金融庁からも4月13日に「出勤者7割削減」の要請が周知され、テレワーク環境の構築は、金融業界全体としても喫緊の課題として認識されているものと思います。 欧米各国においては、金融機関の事業継続に向けて、AWS のサービスを活用したテレワーク対応を進めて頂いている事例があります。また、従業員及びその顧客を対象に数千席規模の仮想デスクトップ環境を提供することで業務の継続を図っているケースもあります。　いずれの AWS サービスも、クラウドならではの俊敏性と拡張性を備えており、今回のように急遽テレワーク環境構築が必要とされているケースにご活用いただけるものです。 Amazon Connect は元々、Amazon.com の大規模コンタクトセンター向けに開発された技術がベースになっているクラウドサービスです。　もちろん、AWS によるマネージドサービスとして、マルチAZでの冗長構成でサービスを提供しています。 Amazon Connect による在宅コンタクトセンターの迅速な立ち上げが、国内外の金融機関でも進められています。日本の金融機関のお客様も例外ではなく、某クレジットカード会社様では短期間でほぼ全ての業務環境を Amazon WorkSpaces に移行、展開されております。 https://aws.amazon.com/jp/remote-work-learning/   オンラインライブセミナー　AWSではじめる金融業界のためのテレワーク環境構築セミナーを開催します。
32,12 MAY 2020,【登録開始】 AWS Game Tech The Digital Download オンラインイベント | Amazon Web Services ブログ,   AWS Game Techのグローバルオンラインイベント「The Digital Download」が、日本時間の5/21（太平洋標準時 は5/20）に開催されることとなりました。このイベントでは、今年のゲームデベロッパーカンファレンス (GDC) で共有する予定だったコンテンツや講習、お客様事例などをすべて紹介します。業界の専門家、ゲーム開発を始めたい学生の皆様、ゲームファンの方々など、皆さま奮ってご参加ください。 The Digital Download オンラインイベントの詳細を閲覧、またイベントへの登録を行うには以下のリンクをクリックしてください。   ご登録はこちら→“AWS game tech The Digital Download”   この無料のオンラインイベントでは、AWS Game Tech サービスの知識を共有することで開発者の皆様に刺激を与え、ゲームをより速く構築し、よりスマートに運用し、そしてプレーヤーを喜ばせることを目的としています。コンテンツとしましては、ライブQ&amp;Aを含む11のセッション、17のテクニカルデモ、また15社以上のゲームスタジオから、彼らのゲームの背後にあるアーキテクチャについての紹介、そしてライブで質問をいただけるエキスパートゾーンなどがございます。 リアルタイムでのイベント参加は難しいですか？イベントの放送終了後に、セッションとデモは、登録された参加者のみを対象にオンデマンドで提供させていただきます。日本のお客様により深くご理解いただけますよう、セッション内容はすべて日本語にローカライズされ、オンデマンドでご覧いただけます。 イベントへの参加をご希望の方、またオンデマンドでのコンテンツ配信の通知を受け取りたい方はいますぐご登録ください。  。
33,11 MAY 2020,週刊AWS – 2020/5/4週 | Amazon Web Services ブログ,みなさん、こんにちは。AWSソリューションアーキテクトの小林です。 今週も週刊AWSをお送りします。 最近キーボードをタイプするときに手首が痛いような気がして気になっています。昔のデスクトップタイプのキーボードよりも格段に薄く、ストロークも浅いので手首が変に曲がってしまっているのが原因ではないかと考え、パームレストを買ってみました。単に手首を乗せる板なのですが、手首の位置が持ち上がることによって曲げの度合いが緩やかになり、快適になったような気がします。こういうものはしばらく使ってみないと本当に良い変化なのかが分かりづらいので、しばらく使ってみてどうなるかを観察してみようとおもう今日この頃です。 それでは、先週の主なアップデートについて振り返っていきましょう。  それでは、また来週！ ソリューションアーキテクト 小林 正人(twitter – @maccho_j)。
34,11 MAY 2020,AWS Academy による高等教育への投資 | Amazon Web Services ブログ,世界中で高等教育が面している課題については、既知の事実であり嘆くべきことです。高騰を続ける学費は、教育への投資に対する利益率を減少させるばかりでなく、教育の享受のしやすさや公平性まで脅かし、企業が求める人材へのニーズと、卒業生が持つスキルのギャップも広げています。こうしたトレンドは、教育システムに対する信頼の危機を招いています。米国 Gallup polls の調査によると、2015 年以来、高等教育システムの信頼度は低下の一途を辿り、英国でも多くの学生が自身の能力の価値について懸念を持っていることが報告されています。 こうした動向は憂慮すべき一方、同時にイノベーションや連携への新しい扉を開いているとも言えます。そのため、従来のビジネスモデルやアプローチの見直しを図ることを余儀なくされています。 AWS Academy で世界中の高等教育機関に投資を行っているのはこのためです。私たちは高等教育がまだ世界的に労働力創出の重要な場であると信じています。 世界的に見てもクラウド人材への需要は膨大です。私達は革新的かつ拡張性のある産学連携を促し、グローバル人材のサプライチェーンを構築しようとしています。
35,11 MAY 2020,既存のAWSアカウントを AWS Control Tower へ登録する | Amazon Web Services ブログ,AWS Control Tower のリリース後、多くのお客様からいただいていたご要望がありました。既存のAWS Organizations に AWS Control Tower をデプロイすることと、組織が持つ他のアカウントにもガバナンスを拡張することです。 このたび、AWS Control Tower を既存の AWS Organization にデプロイできるようになったことをアナウンスいたします。そのため、これらの未登録アカウントは明示的に AWS Control Tower へ登録する必要があります。 既存アカウントを AWS Control Tower へ登録することで、アカウントベースライン（基本設定）と追加のガードレールが配備され、継続的なガバナンス（Continuous Governance）が有効になります。なお、アカウントを登録する前には、適切なデューデリジェンス（事前評価）を行う必要があります。以下に記載されている「考慮すべき事項」セクションの追加情報を参照してください。 このブログで紹介するPythonスクリプトは未登録OUが持つすべてのアカウントを AWS Control Tower へ登録することをサポートします。 このたび、既存の AWS Organization に AWS Control Tower をデプロイすることができるようになりました。この投稿では、AWS Organizations 内の既存の AWSアカウントを AWS Control Tower に登録する方法を紹介しました。
36,11 MAY 2020,AWS Config 適合パックを使用したAWS Control Tower発見的ガードレールの実装 | Amazon Web Services ブログ,この度、既存のAWS OrganizationでAWS Control Towerを起動できるようになりました。これにより、お客様は既存のアカウントにてAWS Control Towerの発見的ガードレールのコンプライアンスを適用できるようになりました。加えて、我々はControl Towerの配下にアカウントを登録する機能も発表しました。 このブログでは、AWS Config適合パックを使用してControl Towerガードレールを既存のアカウントに適用する方法を示します。また、適合パックを変更し、管理されていないアカウントに発見的ガードレールのサブセットを適用する方法を示します。最後に、適合パックを使用して、AWS Control Towerがデプロイされていないリージョンに存在するアカウントのリソースを管理する方法を示します。  既存のAWS OrganizationでAWS Control Towerを有効にすると、Control Towerによって作成された新しい組織単位（OU）は、すべての必須ガードレールが自動的に適用されます。ここで 適合パックを使うことで、アカウントのリソースにAWS Control Towerガードレールを適用した場合の影響を評価できます。また、アカウント管理に使用したいガードレールのみを反映できるよう、適合パックを変更する方法を示しました。最後に、適合パックを使用して、現在AWS Control Towerがサポートしていないリージョンのリソースを管理する方法を示しました。
37,11 MAY 2020,AWS Config 適合パックの紹介 | Amazon Web Services ブログ,AWS Config  適合パック（コンフォーマンスパック）を紹介できることを大変嬉しく思います。適合パックは、共通のフレームワークとパッケージモデルを用いて、ポリシー定義から監査、集計レポートに至るまで、大規模なAWS リソースのコンプライアンス設定を管理するのに役立ちます。 注：本記事の原文は2019年12月に公開されていますが、2020年4月に適合パックの追加（AWS Control Tower ガードレール適合パック、CIS コンプライアンスパック）が行われたことに伴い、今回改めて翻訳を実施致しました。 適合パックを使用すると、コンプライアンスルールのパッケージを作成することができます。このパッケージはAWS Config ルールと修復アクションの両方を単一のエンティティにまとめたもので、大規模な展開を容易にします。 適合パックは、AWS CloudFormation と同様にマークアップを使用して記述されます。本機能を使って、一連の AWS Config ルールで構成される適合パックを作成できるようになりました。 適合パックを使用するには、次の要件を満たしていることを確認してください。 適合パックにカスタムルールを追加することができます。この適合パックのテンプレートは AWS Config でデプロイします。
38,10 MAY 2020,AWS DataSync で数分でマネージドファイルストレージに移動 | Amazon Web Services ブログ,クラウドのメリットの概要はすでにご存知かと思います。IT インフラストラクチャの維持とは対照的なコアビジネス、向上した俊敏性と革新性、および収益の拡大に注力しましょう。AWS のフルマネージド型のファイルサービスポートフォリオは、ストレージの面でも、これらのメリットを実現するのに役立ちます。 この点をもう少し詳しく見ていきましょう。当社は、これを「他との差別化に繋がらない重労働の排除」と呼ぶこともあります。 おそらく、ファイルサーバーの実行は、コアコンピテンシーではないでしょう。そうではなく、ほとんどの場合、ファイルサーバーは、お客様が実行するアプリケーション、または顧客のためにホスティングしているサービスをサポートするために必要です。オンプレミスで実行している場合、ファイルサーバーの管理においては、いくつかの対応が必要となります。 この投稿では、クラウド内のマネージド型ストレージに移行するためのビジネスドライバーについて説明します。」 –Terrell Cassada 氏、CIO、LoanLogics  AWS は、ビジネスクリティカルなアプリケーション向けに、フルマネージド型のファイルシステムサービスをいくつか提供しています。
39,10 MAY 2020,Amazon Elasticsearch Service のUltraWarm の一般提供 | Amazon Web Services ブログ,本日、Amazon Elasticsearch Service の UltraWarm の一般提供を開始しました。 この新しい低コストのストーレジ層は、現在の Amazon Elasticsearch Service ストーレジ層の 10 分の 1 のコストで、最大 3 ペタバイトのログデータについて高速かつインタラクティブなアナリティクスを提供します。 UltraWarm は、古いデータやアクセス頻度の低いデータに安価なストーレジを提供することで、既存の Amazon Elasticsearch Service ホットストーレジ層を補完します。同時に Amazon Elasticsearch Service のお客様が期待するような、てきぱきしたインタラクティブなエクスペリエンスを提供します。Amazon Elasticsearch Service は、Amazon S3 にデータを保存し、AWS Nitro System 上で専用に構築された高度に最適化されたカスタムノードを使用して、そのデータをキャッシュ、プリフェッチ、クエリします。 Amazon Elasticsearch Service には、ウェブサイトの検索システムの構築、アプリケーションログまたはインフラログからのデータの保存と分析など、多くのユースケースがあります。この新しいストーレジ層は、大量のログデータを保存しているお客様に特に適していると考えています。マイクロサービスとコンテナを使用してアプリケーションを構築する開発者が増えると、ログデータが爆発的に増加します。 AWSは、この問題を解決するために UltraWarm を構築しました。. UltraWarm ノードの設定が完了したら、次の要求を使用してインデックスをホットからウォームに移行できます。
40,10 MAY 2020,Bristol Myers Squibb が AWS Storage Gateway を使用してパフォーマンスの向上とコスト削減を実現 | Amazon Web Services ブログ,AWS ストレージブログの以前の投稿で説明したように、Bristol Myers Squibb は、多くの AWS ストレージサービスを利用して、さまざまなライフサイエンスのワークフローでペタバイト規模のデータを管理しています。ゲノミクスと臨床データは指数関数的に増加しており、データの処理における信頼性が高く、スケーラブルで安全なサービスを利用することが重要となっています。そのため、当社の組織では、Amazon Simple Storage Service (Amazon S3)、Amazon Elastic Block Store (Amazon EBS)、AWS Storage Gateway などの AWS ストレージサービスが中心的な役割を果たします。 以前言及したように、Amazon S3 が非常に成功し、Bristol Myers Squibb で広く採用された主な理由の 1 つに、AWS がアクセス管理とセキュリティに注力していることが挙げられます。データは Amazon S3 に存在し、ここで処理されます。これは、sgw-Alpha および sgw-Beta という 2 つの同一の Storage Gateway で構成されています。これは主に、専用ではない共有のクラウドホスト環境とシミュレートされたデータセットを使用していることによります。これは、小さなファイルの場合、IOPS がプロビジョニングされたストレージがそれほど重要ではないことを示唆しています。これは、次の図で明確に示唆されています。AWS ストレージブログで、Bristol Myers Squibb の旅を AWS とさらに共有できることを楽しみにしています。
41,10 MAY 2020,新しい Amazon Redshift コンソールでクエリをモニタリングおよび最適化する | Amazon Web Services ブログ,数万人ものお客様が Amazon Redshift を使用してワークロードを強化し、ビジネスインテリジェンス、予測分析、リアルタイムストリーミング分析などの最新の分析ユースケースを実現しています。管理者やデータエンジニアにとって、データアナリストや BI プロフェッショナルなどのユーザーが最適なパフォーマンスを得ることは重要です。Amazon Redshift コンソールで、クエリのパフォーマンスに関する問題をモニタリングおよび診断できます。 Amazon Redshift マネジメントコンソールには、Amazon Redshift クラスターを作成、管理、モニタリングするためのダッシュボードや更新したフローをモニタリングする機能があります。詳細については、「Simplify management of Amazon Redshift clusters with the Redshift console」をご参照ください。 この投稿では、新しい Amazon Redshift コンソールを使用してユーザークエリをモニタリングし、低速クエリを特定し、暴走するクエリを終了する方法について説明します。 Amazon Redshift コンソールは、クラスターで実行しているクエリのパフォーマンスに関する情報を提供します。  次のセクションでは、コンソールを使用してクエリのパフォーマンスに関する問題を診断するいくつかのユースケースについて説明します。  ユーザーに最適なパフォーマンスを提供するために、ユーザーのワークロードをモニタリングしたり、問題を診断した場合にはアクションを実行したりできます。この機能はユーザークエリをモニタリングし、ユーザーワークロードでのパフォーマンスの問題を診断するのに役立ちます。
42,09 MAY 2020,"SAP用のAWS DevOpsツール, パート1: Cloud Foundryアプリケーション | Amazon Web Services ブログ",この記事は、Marcel ToerpeとKenny Rajanによる投稿です。 Amazon Web Services (AWS)でミッションクリティカルなSAPワークロードを稼働するビジネス上の利点は、既に十分に証明されています。AWSでは、AWSサービスを使用してSAP環境を移行、そしてモダナイズするために、お客様と協力することを大切にしています。実際、私たちは、SAPブログで触れたAWSのモメンタムにあるように、SAPワークロードを稼働するためにAWSを採用し、SAP環境におけるイノベーションを加速させるために追加のAWSサービスを使用する方法について話し合いました。 お客様がSAPソリューションを稼働するためにAWSを稼働し続けると、AWS上で稼働する豊富なSAP Cloud Platform (SAP CP)サービスにも気づきます。これにより、強固なインフラストラクチャ基盤上でSAP拡張機能を実装するための深くて広がりのある比類なき機会が提供されています。様々な統合パターンについて知るには、ブログ「SAP Cloud Platform on AWSを使ったイノベーションの加速」を参照してください。このスピードにより、組織はお客様により良いサービスを提供し、市場でより効率的に競争することができます。 AWS CI/CDパイプラインサービスは、アプリケーションを頻繁に改善し、信頼できるデリバリープロセスを必要とする企業向けに設計されています。また、AWS CodePipelineの継続的デリバリーソリューションと連携したリッチなコード編集体験を提供する統合開発環境としてAWS Cloud9を使用しました。
43,08 MAY 2020,AWSのコストを削減する９の方法 第三回 | Amazon Web Services ブログ,みなさん、こんにちは。アマゾン ウェブ サービス ジャパン シニアエバンジェリストの亀田です。 コスト削減を主題としたオンデマンドウェビナー皆さんご覧になられましたでしょうか。興味のある方は覗いてみてください。 https://pages.awscloud.com/costdown-tips_2020_LandingPage_reg-event_CP.html 前回、前々回とこちらのブログ記事でAWSのコストを削減する方法をお届けしました。今回は最終回としてその7からその9までをお届けします。スタンドアロンの EC2 インスタンスにスポットを使用することもできます。 Compute Savings Plansは、最大限の柔軟性を提供し、AWSの利用コストを削減します。リザーブドインスタンスは料金モデルで、特定の RDS、Redshift、ElastiCache、および Elasticsearchのリソースに対してAWSとのコミットメントをすることで使用量が大幅に割引されます。最後に、AWS コンソールからリザーブドインスタンスを購入します。
44,08 MAY 2020,Amazon Elasticsearch Service Intro Workshop を公開しました！- 基本的な使い方から最新アップデートまで 2 時間で体験 | Amazon Web Services ブログ,こんにちは、アナリティクスソリューションアーキテクトの志村です。本日公開した、Amazon Elasticsearch Service (Amazon ES) の初心者向けワークショップについてご紹介します。 Amazon ES は 2015 年にリリースされた、オープンソースの Elasticsearch を大規模かつ簡単でコスト効率の良い方法を使用してデプロイ、保護、実行する完全マネージド型サービスです。ストリームデータの分析を行いたい、全文検索エンジンを構築したい、といったときに手軽にご利用いただけます。ただ実際に Amazon ES を試そうとしたときによく当たるのが、ログ分析に適したストリームデータを生成するのが意外に面倒ということです。 ワークショップで構築する仕組みは、以下の図のようになっています。Amazon Kinesis Data Generator (KDG)というデータ生成ツールを使って、Amazon Kinesis Data Firehose 経由でデータを Amazon ES に挿入します。 この中でも特に注目すべき機能について、軽くご紹介します。  この記事では Amazon Elasticsearch Service Intro Workshop についてご紹介させていただきました。初心者向けの Amazon ES の基本機能、および最近追加された新機能について手軽にお試しいただけますので、ぜひ実際に動かしていただければと思います。
45,08 MAY 2020,Amazon Aurora マルチマスタークラスターが東京リージョンに対応しました | Amazon Web Services ブログ,アマゾン ウェブ サービス ジャパン、シニアエバンジェリストの亀田です。 Amazon Auroraのマルチマスタークラスター機能が東京リージョンに対応しましたのでお知らせいたします。 Amazon Auroraは、MySQL および PostgreSQL と互換性のあるクラウド向けのリレーショナルデータベースであり、従来のエンタープライズデータベースのパフォーマンスと可用性に加え、オープンソースデータベースのシンプルさとコスト効率性も兼ね備えたAWSにより設計されたデータベースです。また、商用データベースと同等のセキュリティ、可用性、信頼性を、10 分の 1 のコストで実現します。 マルチマスター機能は、複数のアベイラビリティーゾーンにわたってAuroraデータベースの複数の読み書きインスタンスを作成できる単一のデータベースであり、稼働時間に敏感なアプリケーションがインスタンス障害を通じて継続的な書き込み可用性を実現できるようにします。この機能のご利用には、MySQL 5.6 と互換性のある Aurora MySQL バージョン 1 が必要です。    マルチマスタークラスターでは、すべての DB インスタンスで書き込みオペレーションを実行できます。単一の読み書きプライマリインスタンスと、複数の読み取り専用 Aurora レプリカの概念は適用されません。別の書き込み DB インスタンスを使用して、失敗したインスタンスの作業を引き継ぐことができるため、書き込み DB インスタンスが利用できなくなっても、フェイルオーバーが発生することのない、継続的な可用性を実現可能です。 その一方で従来のAuroraと動作が異なる点が多くあるため、利用には事前の検証を推奨しています。
46,08 MAY 2020,Amazon WorkSpacesをSAP Single Sign-Onと統合する方法 | Amazon Web Services ブログ,SAP Single Sign-Onにより、ユーザーは、システムがオンプレミスであろうとクラウドであろうと、集中認証を使用してSAPと非SAPシステムに安全に接続できます。SAP Single Sign-Onは、ユーザー認証と安全なデータ通信を管理し、2要素認証とリスクベース認証を統合するシンプルさを提供します。これには、携帯電話とRSA SecurIDカードの連携も含みます。さらに、SAP Single Sign-Onは、Kerberos/SPNEGO、X.509証明書やセキュリティ・アサーション・マークアップ言語 (SAML)など、様々な種類の認証方法をサポートしています。このブログでは、Kerberos/SPNEGOを基盤としたSAP Single Sign-On (*)をAmazon WorkSpacesと統合する方法を説明します。また、世界中の従業員に対して数千のデスクトップを迅速に提供するために、クラウド、あるいはオンプレミス環境にある既存のActive Directoryサービスを使用する方法についても説明します。 (*) SAPノート 1848999に基づいて、SAP Single Sign-Onのライセンスが必要になります。このブログでは、Windows 10でのGUI導入を説明します。 次の手順では、SAP GUIログオンエントリーを同じAmazon FSxファイルシステムで共有する2つのAmazon WorkSpacesを示しています。ドメインの他のAmazon WorkSpacesユーザーは、SAPシステムへのSSOを使用できます。
47,07 MAY 2020,[AWS Black Belt Online Seminar] Amazon Elastic Container Service (Amazon ECS) 資料及び QA 公開 | Amazon Web Services ブログ,先日 (2020/04/22) 開催しました AWS Black Belt Online Seminar「Amazon Elastic Container Service (Amazon ECS)」の資料を公開しました。当日、参加者の皆様から頂いた QA の一部についても共有しております。     AWS クラウドサービス活用資料集（すべての過去資料が閲覧できます） Q. AWS CodeDeploy を利用してデプロイをしていますが、一時的にタスクが2つ立ち上がってしまうため、コンテナインスタンスを通常時の2倍のメモリ量で用意しておかないとデプロイが成功しません。また、セキュリティグループをご利用いただけますので、そちらでアクセスの制御が可能です。 — 直近で以下を予定しています。皆様のご参加をお待ちしております。 また、皆さまよりいただいたアンケートを元に、人気が高かったセッションを Top 10 形式で掲載しております。コンテナ、機械学習、モバイルなど、モダンアプリケーションの開発に欠かせないテクノロジーに関するセッションも、アーリーステージの方々にとって必要な視点で編集しており、明日から使える実践的な内容となっています。 日時：　5 月 11 日（月） 15:00 – 17:40 終了予定 | 詳細・お申込みについてはこちら≫ — AWS Black Belt Online Seminar 5 月のアジェンダが公開されました。配信当日は Q&amp;A ができます。
